test_tweet,actual_label,predicted_label
  powerfulnnot just broken glass  but attack upon the very foundations this country was builtn from one immigrant to another thank you,2,2
if we gloss over that this was violence against women specifically against immigrant working class southeast asian women were not gonna stop asian hate,2,1
  signal for mkrbusd on #binancensell volume increased by 1719361 busdn-262 price decreased135180000000 busdnlast 1h bought 1208392 busd sold 1907835 busdnlast 24h bought 25110663 busd sold 26092856 busdnlast 7d bought 355957935 busd sold 5961,2,2
 please reintroduce and pass #hwra #s3599 strengthen the healthcare workforce the immigrant healthcare workers are fighting the pandemic for a year now with no security for themselves and their family     ,2,2
  i read it from my perspective of being a poc immigrant theres no voice given to the immigrants only the discomfort by the white characters is shown about how aliens have ruined the economy and local culture i wasnt aware of any point other than alien made me uncomfortable,2,2
 show me where im being racistthere is no race card to play here so fuck back into your box,1,2
  i love how all these anti sjw channels praise pewdiepie pewdiepie caused this with him being anti semantic and saying the n word non stop and then trump being elected just let people show their true selfs and whats worse is their in the gaming community,2,1
    oh and a dark skinned asian too  so does her skin colour now make me less of a racist this skin colour race card tactic being played is truely pathetic as it goes both ways too  does it not,1,2
   says the illegal immigrant loooollllworst and most useless first lady ever,1,2
im so glad to finally have enough mental stability where its just funny instead of emotionally devastating whenever stoic immigrant parents talk and text in a laconic phrasing style thats very unintentionally callous,2,2
 disagrees with our famous immigrant to france ,2,2
lawyers have been working consistently to reunite immigrant parents and children separated by the trump administration they have reported today that they have found the parents of 105 children in the past monthnnvia  ,2,1
listen  idgaf about no racist ass mfs this is not 1932 bitch i will cuss yo ignorant ass out and call you a nigger and have you confused asf white folks be thinking that racist shit supposed to mean something no bitch it dont you aint shaking shit this way,2,1
  that nigger is a fucking serial killer,1,2
  and there you have it when all else fails they pull out the race card give me a fkkn break,2,2
dianna trujillo - an immigrant who was the nasa flight director of mars perseverance mission ,2,1
13055 immigrants and norwegian-born to immigrant parents by sex age and country background world region -  #agenparl,2,1
 this nigger feeling the greatest in em cells i feel bad for sis though shell probably get in trouble for this,2,2
rt huffpostwomen alex garcia a honduran immigrant has been living inside a missouri church since 2017 to avoid deportation  #girlpower,2,2
some black people no matter if they poor or rich see themselves as victims and always will use the race card to gain sympathy,1,1
 sorrynot sorryi dont care what a illegal fraudulent immigrantwho let her husband lock children in cages at the border for monthsno child spent over 24 hrs till trumpspewsthere is immigrants who need asylumyou fraudulently stole their place in usafuck right off,1,1
 it was an illegal immigrant terrorist wait what the guy was white lets do a throughout investigation on this person to see at what point in his life made him take such actions and sympathize with him and not the victims,2,2
for my followers who are primarily interested in changes to legal immigration the reuters article confirms for the first time that biden is planning to end the bans on immigrant visas and nonimmigrant visas pp10014 and pp10052 that trump imposed last year ,2,2
